,zipcode,class,city,county,Area Code(s),pop,% of Population% of Pop
1428,93793 ,P.O. Box,Fresno,Fresno,559,0,0.00%
1429,93794 ,P.O. Box,Fresno,Fresno,559,0,0.00%
1430,93844 ,Unique,Fresno,Fresno,559,0,0.00%
1431,93888 ,Unique,Fresno,Fresno,559,0,0.00%
1432,93901,Standard,Salinas,Monterey,831 / 408,"29,700",0.08%
1433,93902 ,P.O. Box,Salinas,Monterey,831 / 408,0,0.00%
1434,93905,Standard,Salinas,Monterey,831 / 408,"64,209",0.16%
1435,93906,Standard,Salinas,Monterey,831 / 408,"66,381",0.17%
1436,93907,Standard,Salinas,Monterey,831,"23,315",0.06%
1437,93908,Standard,Salinas,Monterey,831,"13,188",0.03%
1438,93912 ,P.O. Box,Salinas,Monterey,831 / 408,0,0.00%
1439,93915 ,P.O. Box,Salinas,Monterey,831 / 408,0,0.00%
1440,93920,Standard,Big Sur,Monterey,831,"1,140",0.00%
1441,93921 ,P.O. Box,Carmel By The Sea,Monterey,831,"2,956",0.01%
1442,93922 ,P.O. Box,Carmel,Monterey,831,0,0.00%
1443,93923,Standard,Carmel,Monterey,831,"12,338",0.03%
1444,93924,Standard,Carmel Valley,Monterey,831,"6,609",0.02%
1445,93925,Standard,Chualar,Monterey,831,"1,515",0.00%
1446,93926,Standard,Gonzales,Monterey,831,"9,187",0.02%
1447,93927,Standard,Greenfield,Monterey,831,"19,976",0.05%
1448,93928 ,P.O. Box,Jolon,Monterey,831,259,0.00%
1449,93930,Standard,King City,Monterey,831,"16,206",0.04%
1450,93932 ,P.O. Box,Lockwood,Monterey,831,533,0.00%
1451,93933,Standard,Marina,Monterey,831,"27,218",0.07%
1452,93940,Standard,Monterey,Monterey,831,"30,454",0.08%
1453,93942 ,P.O. Box,Monterey,Monterey,831,0,0.00%
1454,93943,Standard,Monterey,Monterey,831,55,0.00%
1455,93944 ,P.O. Box,Monterey,Monterey,831,"3,395",0.01%
1456,93950,Standard,Pacific Grove,Monterey,831,"15,082",0.04%
1457,93953,Standard,Pebble Beach,Monterey,831,"4,271",0.01%
1458,93954 ,P.O. Box,San Lucas,Monterey,831 / 805 / 820,371,0.00%
1459,93955,Standard,Seaside,Monterey,831,"32,703",0.08%
1460,93960,Standard,Soledad,Monterey,831,"26,093",0.07%
1461,93962 ,P.O. Box,Spreckels,Monterey,831 / 408,692,0.00%
1462,94002,Standard,Belmont,San Mateo,650,"28,513",0.07%
1463,94005,Standard,Brisbane,San Mateo,415 / 628 / 650,"4,836",0.01%
1464,94010,Standard,Burlingame,San Mateo,650,"44,045",0.11%
1465,94011 ,P.O. Box,Burlingame,San Mateo,650,0,0.00%
1466,94014,Standard,Daly City,San Mateo,650,"48,677",0.12%
1467,94015,Standard,Daly City,San Mateo,650,"63,489",0.16%
1468,94016 ,P.O. Box,Daly City,San Mateo,650,0,0.00%
1469,94017 ,P.O. Box,Daly City,San Mateo,650,0,0.00%
1470,94018 ,P.O. Box,El Granada,San Mateo,650,"3,513",0.01%
1471,94019,Standard,Half Moon Bay,San Mateo,650,"15,483",0.04%
1472,94020,Standard,La Honda,San Mateo,650,"1,732",0.00%
1473,94021,Standard,Loma Mar,San Mateo,650,171,0.00%
1474,94022,Standard,Los Altos,Santa Clara,650,"20,842",0.05%
1475,94023 ,P.O. Box,Los Altos,Santa Clara,650,0,0.00%
1476,94024,Standard,Los Altos,Santa Clara,650,"23,263",0.06%
1477,94025,Standard,Menlo Park,San Mateo,650,"42,354",0.11%
1478,94026 ,P.O. Box,Menlo Park,San Mateo,650,0,0.00%
1479,94027,Standard,Atherton,San Mateo,650,"7,270",0.02%
1480,94028,Standard,Portola Valley,San Mateo,650,"6,904",0.02%
1481,94030,Standard,Millbrae,San Mateo,650,"23,212",0.06%
1482,94035 ,P.O. Box,Mountain View,Santa Clara,650,0,0.00%
1483,94037 ,P.O. Box,Montara,San Mateo,650,"2,811",0.01%
1484,94038,Standard,Moss Beach,San Mateo,650,"3,176",0.01%
1485,94039 ,P.O. Box,Mountain View,Santa Clara,650,0,0.00%
1486,94040,Standard,Mountain View,Santa Clara,650,"36,501",0.09%
1487,94041,Standard,Mountain View,Santa Clara,650,"15,604",0.04%
1488,94042 ,P.O. Box,Mountain View,Santa Clara,650,0,0.00%
1489,94043,Standard,Mountain View,Santa Clara,650,"31,414",0.08%
1490,94044,Standard,Pacifica,San Mateo,650,"38,675",0.10%
1491,94060,Standard,Pescadero,San Mateo,650,"1,513",0.00%
1492,94061,Standard,Redwood City,San Mateo,650,"36,704",0.09%
1493,94062,Standard,Redwood City,San Mateo,650,"26,689",0.07%
1494,94063,Standard,Redwood City,San Mateo,650,"35,836",0.09%
1495,94064 ,P.O. Box,Redwood City,San Mateo,650,0,0.00%
1496,94065,Standard,Redwood City,San Mateo,650,"12,781",0.03%
1497,94066,Standard,San Bruno,San Mateo,650,"44,147",0.11%
1498,94070,Standard,San Carlos,San Mateo,650,"31,585",0.08%
1499,94074,Standard,San Gregorio,San Mateo,650,282,0.00%
1500,94080,Standard,South San Francisco,San Mateo,650,"66,592",0.17%
1501,94083 ,P.O. Box,South San Francisco,San Mateo,650,0,0.00%
1502,94085,Standard,Sunnyvale,Santa Clara,341 / 408 / 510 / 650 / 669,"24,031",0.06%
1503,94086,Standard,Sunnyvale,Santa Clara,341 / 408 / 510 / 650 / 669,"50,175",0.13%
1504,94087,Standard,Sunnyvale,Santa Clara,408 / 669,"58,344",0.15%
1505,94088 ,P.O. Box,Sunnyvale,Santa Clara,341 / 408 / 510 / 650 / 669,0,0.00%
1506,94089,Standard,Sunnyvale,Santa Clara,341 / 408 / 510 / 650 / 669,"23,255",0.06%
1507,94102,Standard,San Francisco,San Francisco,341 / 415 / 510 / 628,"39,432",0.10%
1508,94103,Standard,San Francisco,San Francisco,341 / 415 / 510 / 628 / 650,"37,843",0.10%
1509,94104,Standard,San Francisco,San Francisco,415 / 628 / 510 / 650 / 341,576,0.00%
1510,94105,Standard,San Francisco,San Francisco,415 / 510 / 650 / 628 / 341,"14,841",0.04%
1511,94107,Standard,San Francisco,San Francisco,341 / 415 / 510 / 628 / 650,"34,012",0.09%
1512,94108,Standard,San Francisco,San Francisco,415 / 628 / 510 / 650 / 341,"13,097",0.03%
1513,94109,Standard,San Francisco,San Francisco,415 / 628,"58,501",0.15%
1514,94110,Standard,San Francisco,San Francisco,341 / 415 / 510 / 628,"68,336",0.17%
1515,94111,Standard,San Francisco,San Francisco,628 / 415 / 510 / 341 / 650,"4,306",0.01%
1516,94112,Standard,San Francisco,San Francisco,341 / 415 / 510 / 628 / 650,"79,314",0.20%
1517,94114,Standard,San Francisco,San Francisco,415 / 628,"33,683",0.09%
1518,94115,Standard,San Francisco,San Francisco,415 / 628,"35,853",0.09%
1519,94116,Standard,San Francisco,San Francisco,415 / 628,"44,092",0.11%
1520,94117,Standard,San Francisco,San Francisco,415 / 628,"38,451",0.10%
1521,94118,Standard,San Francisco,San Francisco,415 / 628,"42,356",0.11%
1522,94119 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1523,94120 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1524,94121,Standard,San Francisco,San Francisco,415 / 628,"43,115",0.11%
1525,94122,Standard,San Francisco,San Francisco,415 / 628,"57,160",0.14%
1526,94123,Standard,San Francisco,San Francisco,415 / 628,"26,131",0.07%
1527,94124,Standard,San Francisco,San Francisco,341 / 415 / 510 / 628 / 650,"39,445",0.10%
1528,94125 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1529,94126 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1530,94127,Standard,San Francisco,San Francisco,415 / 628 / 650,"20,686",0.05%
1531,94128,Standard,San Francisco,San Mateo,650,2,0.00%
1532,94129,Standard,San Francisco,San Francisco,415 / 628,"3,647",0.01%
1533,94130,Standard,San Francisco,San Francisco,341 / 510,"2,747",0.01%
1534,94131,Standard,San Francisco,San Francisco,415 / 628 / 650,"28,810",0.07%
1535,94132,Standard,San Francisco,San Francisco,415 / 628,"27,723",0.07%
1536,94133,Standard,San Francisco,San Francisco,415 / 628,"26,751",0.07%
1537,94134,Standard,San Francisco,San Francisco,341 / 415 / 510 / 628 / 650,"41,695",0.11%
1538,94137 ,Unique,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1539,94139 ,Unique,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1540,94140 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1541,94141,Standard,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1542,94142 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1543,94143,Standard,San Francisco,San Francisco,628,0,0.00%
1544,94144 ,Unique,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1545,94145 ,Unique,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1546,94146 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1547,94147 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1548,94151 ,Unique,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1549,94158,Standard,San Francisco,San Francisco,628 / 341 / 415,"11,327",0.03%
1550,94159 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1551,94160 ,Unique,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1552,94161 ,Unique,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1553,94163 ,Unique,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1554,94164 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1555,94172 ,P.O. Box,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1556,94177 ,Unique,San Francisco,San Francisco,341 / 415 / 510 / 628,0,0.00%
1557,94188,Standard,San Francisco,San Francisco,628 / 415 / 650,3,0.00%
1558,94203 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1559,94204 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1560,94205 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1561,94206 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1562,94209 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1563,94229 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1564,94230 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1565,94232 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1566,94235 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1567,94236 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1568,94237 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1569,94239 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1570,94240 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1571,94244 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1572,94247 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1573,94248 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1574,94249 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1575,94250 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1576,94252 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1577,94254 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1578,94256 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1579,94257 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1580,94258 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1581,94259 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1582,94261 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1583,94262 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1584,94263 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1585,94267 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1586,94268 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1587,94269 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1588,94271 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1589,94273 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1590,94274 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1591,94277 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1592,94278 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1593,94279 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1594,94280 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1595,94283 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1596,94284 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1597,94285 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1598,94287 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1599,94288 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1600,94289 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1601,94290 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1602,94293 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1603,94294 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1604,94295 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1605,94296 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1606,94297 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1607,94298 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1608,94299 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
1609,94301,Standard,Palo Alto,Santa Clara,650,"17,299",0.04%
1610,94302 ,P.O. Box,Palo Alto,Santa Clara,650,0,0.00%
1611,94303,Standard,Palo Alto,Santa Clara,650,"48,281",0.12%
1612,94304,Standard,Palo Alto,Santa Clara,650,"4,569",0.01%
1613,94305,Standard,Stanford,Santa Clara,650,"20,961",0.05%
1614,94306,Standard,Palo Alto,Santa Clara,650,"28,659",0.07%
1615,94309 ,P.O. Box,Palo Alto,Santa Clara,650,0,0.00%
1616,94401,Standard,San Mateo,San Mateo,650,"35,249",0.09%
1617,94402,Standard,San Mateo,San Mateo,650,"25,879",0.07%
1618,94403,Standard,San Mateo,San Mateo,650,"45,057",0.11%
1619,94404,Standard,San Mateo,San Mateo,650,"37,323",0.09%
1620,94497 ,Unique,San Mateo,San Mateo,650,0,0.00%
1621,94501,Standard,Alameda,Alameda,341 / 510,"64,116",0.16%
1622,94502,Standard,Alameda,Alameda,341 / 510,"14,164",0.04%
1623,94503,Standard,American Canyon,Napa,707 / 369,"22,069",0.06%
1624,94505,Standard,Discovery Bay,Contra Costa,925,"15,445",0.04%
1625,94506,Standard,Danville,Contra Costa,925,"25,361",0.06%
1626,94507,Standard,Alamo,Contra Costa,925,"15,495",0.04%
1627,94508,Standard,Angwin,Napa,369 / 707,"3,233",0.01%
1628,94509,Standard,Antioch,Contra Costa,925,"69,931",0.18%
1629,94510,Standard,Benicia,Solano,369 / 707,"27,174",0.07%
1630,94511 ,P.O. Box,Bethel Island,Contra Costa,925,"2,131",0.01%
1631,94512,Standard,Birds Landing,Solano,369 / 707,86,0.00%
1632,94513,Standard,Brentwood,Contra Costa,925,"67,394",0.17%
1633,94514,Standard,Byron,Contra Costa,925,"1,248",0.00%
1634,94515,Standard,Calistoga,Napa,369 / 707,"6,834",0.02%
1635,94516 ,P.O. Box,Canyon,Contra Costa,925,212,0.00%
1636,94517,Standard,Clayton,Contra Costa,925,"12,525",0.03%
1637,94518,Standard,Concord,Contra Costa,925,"27,209",0.07%
1638,94519,Standard,Concord,Contra Costa,925,"18,677",0.05%
1639,94520,Standard,Concord,Contra Costa,925,"38,383",0.10%
1640,94521,Standard,Concord,Contra Costa,925,"42,885",0.11%
1641,94522 ,P.O. Box,Concord,Contra Costa,925,0,0.00%
1642,94523,Standard,Pleasant Hill,Contra Costa,925,"35,272",0.09%
1643,94524 ,P.O. Box,Concord,Contra Costa,925,0,0.00%
1644,94525,Standard,Crockett,Contra Costa,510 / 341,"3,288",0.01%
1645,94526,Standard,Danville,Contra Costa,925,"33,064",0.08%
1646,94527 ,P.O. Box,Concord,Contra Costa,925,0,0.00%
1647,94528 ,P.O. Box,Diablo,Contra Costa,925,"1,054",0.00%
1648,94529 ,Unique,Concord,Contra Costa,925,0,0.00%
1649,94530,Standard,El Cerrito,Contra Costa,341 / 510,"26,360",0.07%
1650,94531,Standard,Antioch,Contra Costa,925,"45,342",0.11%
1651,94533,Standard,Fairfield,Solano,707 / 369,"77,380",0.20%
1652,94534,Standard,Fairfield,Solano,707 / 369,"42,296",0.11%
1653,94535,Standard,Travis AFB,Solano,707 / 369,"4,259",0.01%
1654,94536,Standard,Fremont,Alameda,510 / 341 / 408 / 650 / 669 / 925,"73,172",0.19%
1655,94537 ,P.O. Box,Fremont,Alameda,510 / 341 / 408 / 650 / 669 / 925,0,0.00%
1656,94538,Standard,Fremont,Alameda,510 / 408 / 341 / 650 / 669 / 925,"66,424",0.17%
1657,94539,Standard,Fremont,Alameda,510 / 408 / 341 / 650 / 669 / 925,"54,026",0.14%
1658,94540 ,P.O. Box,Hayward,Alameda,510 / 341 / 925,0,0.00%
1659,94541,Standard,Hayward,Alameda,510 / 341 / 925,"69,736",0.18%
1660,94542,Standard,Hayward,Alameda,510 / 341,"15,691",0.04%
1661,94543 ,P.O. Box,Hayward,Alameda,510 / 341 / 925,0,0.00%
1662,94544,Standard,Hayward,Alameda,341 / 510 / 925,"79,769",0.20%
1663,94545,Standard,Hayward,Alameda,341 / 510 / 925,"33,786",0.09%
1664,94546,Standard,Castro Valley,Alameda,510 / 341,"46,687",0.12%
1665,94547,Standard,Hercules,Contra Costa,510 / 341,"26,016",0.07%
1666,94548 ,P.O. Box,Knightsen,Contra Costa,925,420,0.00%
1667,94549,Standard,Lafayette,Contra Costa,925,"28,637",0.07%
1668,94550,Standard,Livermore,Alameda,925,"49,959",0.13%
1669,94551,Standard,Livermore,Alameda,925,"40,358",0.10%
1670,94552,Standard,Castro Valley,Alameda,510 / 341,"14,721",0.04%
1671,94553,Standard,Martinez,Contra Costa,925,"49,756",0.13%
1672,94555,Standard,Fremont,Alameda,510 / 341,"36,887",0.09%
1673,94556,Standard,Moraga,Contra Costa,925,"16,134",0.04%
1674,94557 ,P.O. Box,Hayward,Alameda,510 / 341 / 925,0,0.00%
1675,94558,Standard,Napa,Napa,707 / 369,"65,473",0.17%
1676,94559,Standard,Napa,Napa,707 / 369,"28,137",0.07%
1677,94560,Standard,Newark,Alameda,510 / 341,"47,533",0.12%
1678,94561,Standard,Oakley,Contra Costa,925,"44,545",0.11%
1679,94562 ,P.O. Box,Oakville,Napa,369 / 707,1,0.00%
1680,94563,Standard,Orinda,Contra Costa,925,"19,496",0.05%
1681,94564,Standard,Pinole,Contra Costa,510 / 341,"19,024",0.05%
1682,94565,Standard,Pittsburg,Contra Costa,925,"100,341",0.25%
1683,94566,Standard,Pleasanton,Alameda,925,"45,055",0.11%
1684,94567,Standard,Pope Valley,Napa,369 / 707,633,0.00%
1685,94568,Standard,Dublin,Alameda,925,"72,590",0.18%
1686,94569 ,P.O. Box,Port Costa,Contra Costa,510 / 341,210,0.00%
1687,94570 ,P.O. Box,Moraga,Contra Costa,925,0,0.00%
1688,94571,Standard,Rio Vista,Solano,369 / 707,"10,439",0.03%
1689,94572,Standard,Rodeo,Contra Costa,510 / 341,"9,622",0.02%
1690,94573 ,P.O. Box,Rutherford,Napa,369 / 707,96,0.00%
1691,94574,Standard,Saint Helena,Napa,369 / 707,"8,317",0.02%
1692,94575,Standard,Moraga,Contra Costa,925,933,0.00%
1693,94576,Standard,Deer Park,Napa,369 / 707,141,0.00%
1694,94577,Standard,San Leandro,Alameda,341 / 510,"48,868",0.12%
1695,94578,Standard,San Leandro,Alameda,341 / 510,"40,957",0.10%
1696,94579,Standard,San Leandro,Alameda,341 / 510,"21,869",0.06%
1697,94580,Standard,San Lorenzo,Alameda,341 / 510,"29,590",0.07%
1698,94581 ,P.O. Box,Napa,Napa,707 / 369,0,0.00%
1699,94582,Standard,San Ramon,Contra Costa,925,"49,311",0.12%
1700,94583,Standard,San Ramon,Contra Costa,925,"38,444",0.10%
1701,94585,Standard,Suisun City,Solano,369 / 707,"29,764",0.08%
1702,94586,Standard,Sunol,Alameda,925,943,0.00%
1703,94587,Standard,Union City,Alameda,510 / 341,"70,121",0.18%
1704,94588,Standard,Pleasanton,Alameda,925,"36,398",0.09%
1705,94589,Standard,Vallejo,Solano,707 / 369,"32,290",0.08%
1706,94590,Standard,Vallejo,Solano,707 / 369,"39,981",0.10%
1707,94591,Standard,Vallejo,Solano,707 / 369,"56,305",0.14%
1708,94592,Standard,Vallejo,Solano,707 / 369,"1,082",0.00%
1709,94595,Standard,Walnut Creek,Contra Costa,341 / 369 / 510 / 707 / 925,"17,716",0.04%
1710,94596,Standard,Walnut Creek,Contra Costa,341 / 369 / 510 / 707 / 925,"22,861",0.06%
1711,94597,Standard,Walnut Creek,Contra Costa,925,"23,661",0.06%
1712,94598,Standard,Walnut Creek,Contra Costa,341 / 369 / 510 / 707 / 925,"26,826",0.07%
1713,94599,Standard,Yountville,Napa,369 / 707,"3,540",0.01%
1714,94601,Standard,Oakland,Alameda,341 / 510,"54,166",0.14%
1715,94602,Standard,Oakland,Alameda,341 / 510,"29,702",0.08%
1716,94603,Standard,Oakland,Alameda,510 / 341,"36,681",0.09%
1717,94604 ,P.O. Box,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1718,94605,Standard,Oakland,Alameda,510 / 341,"44,294",0.11%
1719,94606,Standard,Oakland,Alameda,341 / 510,"40,768",0.10%
1720,94607,Standard,Oakland,Alameda,510 / 341 / 415 / 628,"31,067",0.08%
1721,94608,Standard,Emeryville,Alameda,341 / 510,"33,073",0.08%
1722,94609,Standard,Oakland,Alameda,341 / 510,"23,578",0.06%
1723,94610,Standard,Oakland,Alameda,510 / 341 / 415 / 628,"31,261",0.08%
1724,94611,Standard,Oakland,Alameda,341 / 510,"40,262",0.10%
1725,94612,Standard,Oakland,Alameda,510 / 415 / 341 / 925 / 628,"19,773",0.05%
1726,94613 ,P.O. Box,Oakland,Alameda,341 / 510,346,0.00%
1727,94614 ,P.O. Box,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1728,94615,Standard,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1729,94617,Standard,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1730,94618,Standard,Oakland,Alameda,341 / 510,"16,946",0.04%
1731,94619,Standard,Oakland,Alameda,341 / 510,"24,867",0.06%
1732,94620 ,P.O. Box,Piedmont,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1733,94621,Standard,Oakland,Alameda,510 / 341,"35,816",0.09%
1734,94622 ,Unique,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1735,94623 ,P.O. Box,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1736,94624 ,P.O. Box,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1737,94649 ,Unique,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1738,94659 ,Unique,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1739,94660 ,Unique,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1740,94661 ,P.O. Box,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1741,94662 ,P.O. Box,Emeryville,Alameda,341 / 510,0,0.00%
1742,94666 ,Unique,Oakland,Alameda,341 / 415 / 510 / 628 / 925,0,0.00%
1743,94701 ,P.O. Box,Berkeley,Alameda,510 / 341,0,0.00%
1744,94702,Standard,Berkeley,Alameda,510 / 341,"17,637",0.04%
1745,94703,Standard,Berkeley,Alameda,510 / 341,"20,805",0.05%
1746,94704,Standard,Berkeley,Alameda,510 / 341,"25,259",0.06%
1747,94705,Standard,Berkeley,Alameda,510 / 341,"13,591",0.03%
1748,94706,Standard,Albany,Alameda,341 / 510,"21,134",0.05%
1749,94707,Standard,Berkeley,Alameda,341 / 510,"12,781",0.03%
1750,94708,Standard,Berkeley,Alameda,341 / 510,"11,553",0.03%
1751,94709,Standard,Berkeley,Alameda,510 / 341,"12,514",0.03%
1752,94710,Standard,Berkeley,Alameda,341 / 510,"9,552",0.02%
1753,94712 ,P.O. Box,Berkeley,Alameda,510 / 341,0,0.00%
1754,94720 ,Unique,Berkeley,Alameda,510 / 341,"7,478",0.02%
1755,94801,Standard,Richmond,Contra Costa,510 / 341,"33,486",0.08%
1756,94802 ,P.O. Box,Richmond,Contra Costa,510 / 341,0,0.00%
1757,94803,Standard,El Sobrante,Contra Costa,510 / 341,"26,457",0.07%
1758,94804,Standard,Richmond,Contra Costa,510 / 341,"45,108",0.11%
1759,94805,Standard,Richmond,Contra Costa,510 / 341,"14,958",0.04%
1760,94806,Standard,San Pablo,Contra Costa,510 / 341,"64,589",0.16%
1761,94807 ,P.O. Box,Richmond,Contra Costa,510 / 341,0,0.00%
1762,94808 ,P.O. Box,Richmond,Contra Costa,510 / 341,0,0.00%
1763,94820 ,P.O. Box,El Sobrante,Contra Costa,510 / 341,0,0.00%
1764,94850,Standard,Richmond,Contra Costa,341 / 510,0,0.00%
1765,94901,Standard,San Rafael,Marin,415 / 628,"43,338",0.11%
1766,94903,Standard,San Rafael,Marin,415 / 628,"30,514",0.08%
1767,94904,Standard,Greenbrae,Marin,415 / 628,"12,718",0.03%
1768,94912 ,P.O. Box,San Rafael,Marin,415 / 628,0,0.00%
1769,94913 ,P.O. Box,San Rafael,Marin,415 / 628,0,0.00%
1770,94914 ,P.O. Box,Kentfield,Marin,415 / 628,0,0.00%
1771,94915 ,P.O. Box,San Rafael,Marin,415 / 628,0,0.00%
1772,94920,Standard,Belvedere Tiburon,Marin,415 / 628,"13,010",0.03%
1773,94922,Standard,Bodega,Sonoma,369 / 707,176,0.00%
1774,94923,Standard,Bodega Bay,Sonoma,369 / 707,"1,287",0.00%
1775,94924,Standard,Bolinas,Marin,415 / 628,"1,507",0.00%
1776,94925,Standard,Corte Madera,Marin,415 / 628,"10,204",0.03%
1777,94926 ,Unique,Rohnert Park,Sonoma,369 / 707,0,0.00%
1778,94927 ,P.O. Box,Rohnert Park,Sonoma,369 / 707,0,0.00%
1779,94928,Standard,Rohnert Park,Sonoma,369 / 707,"47,062",0.12%
1780,94929 ,P.O. Box,Dillon Beach,Marin,369 / 707,227,0.00%
1781,94930,Standard,Fairfax,Marin,415 / 628,"8,729",0.02%
1782,94931,Standard,Cotati,Sonoma,369 / 707,"9,119",0.02%
1783,94933 ,P.O. Box,Forest Knolls,Marin,415 / 628,"1,226",0.00%
1784,94937,Standard,Inverness,Marin,415 / 628,935,0.00%
1785,94938 ,P.O. Box,Lagunitas,Marin,415 / 628,683,0.00%
1786,94939,Standard,Larkspur,Marin,415 / 628,"7,465",0.02%
1787,94940,Standard,Marshall,Marin,369 / 707,319,0.00%
